件数,医療機関コード,医療機関名,住所,市町村,電話番号,医師名,診療科目,診療時間_午前,診療時間_午後,月,火,水,木,金,土,日,祝日,休診日_1,休診日_2,休診日_3,オンライン診療,夜間診療,特徴,MAP
199,17-11502 ,リバーサイドクリニック岡田,〒776－0014吉野川市鴨島町知恵島四ツ屋１７７４番１,吉野川市,0883-24-8884,岡田　哲,小児科,9:00~13:00,14:00~18:00,1,1,1,0,1,1,0,0,日・祝,木,0,0,0,吉野川と江川に挟まれた自然豊かな環境の下、トータルな診断治療また健康管理を心掛けておられます。院内はとてもリラックスできる雰囲気となっています。,"https://www.google.com/maps/place/%E3%83%AA%E3%83%90%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%89%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E5%B2%A1%E7%94%B0/@34.081164,134.372511,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a0ddc2090705:0x8e1f04313d6ab9b!8m2!3d34.081164!4d134.372511!16s%2Fg%2F1ts1kgdr?entry=ttu"
200,17-11593 ,石原小児科,〒776－0010吉野川市鴨島町鴨島３５３,吉野川市,0883-24-2388,石原　哲也,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,病児・病後児保育制度を導入しているので、勤務の都合などにより病気中または病気の回復期にお子様を一時的に預かっていただけます。,"https://www.google.com/maps/place/%E7%9F%B3%E5%8E%9F%E5%B0%8F%E5%85%90%E7%A7%91/@34.071349,134.355378,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a12ccbc2f57b:0xef281eb32e847f91!8m2!3d34.071349!4d134.355378!16s%2Fg%2F1tdvs3z0?entry=ttu"
201,17-13029 ,矢田医院,〒779－3307吉野川市川島町三ツ島字長塚３４６番地２,吉野川市,0883-25-2006,矢田　健太郎,小児科,9:00~12:30,0,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,1,緊急時のお問い合わせには24時間対応してくださいます。電話に出られない場合がありますので必ず留守番電話にメッセージを残してください。,"https://www.google.com/maps/place/%E7%9F%A2%E7%94%B0%E5%8C%BB%E9%99%A2/@34.0635815,134.2752479,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a51abfb1efbf:0x346466086c99d40d!8m2!3d34.0635815!4d134.2752479!16s%2Fg%2F1tf3lr14?entry=ttu"
202,17-13110 ,石原内科循環器科,〒776－0033吉野川市鴨島町飯尾１８７,吉野川市,0883-24-2536,石原　茂樹,小児科,9:00~13:00,15:00~19:00,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,地域密着型の診療所です。最寄り駅からは距離があるので車での受診をお勧めします。近くに鴨の湯という温泉施設があります。,"https://www.google.com/maps/place/%E7%9F%B3%E5%8E%9F%E5%86%85%E7%A7%91%E5%BE%AA%E7%92%B0%E5%99%A8%E7%A7%91/@34.062097,134.35347,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a6da946d77a3:0xf3e735e36d5c8737!8m2!3d34.062097!4d134.35347!16s%2Fg%2F1tgglgbz?entry=ttu"
203,17-13128 ,山下耳鼻咽喉科クリニック,〒779－3403吉野川市山川町堤外２１番地１,吉野川市,0883-42-7533,山下　利幸,小児科,9:00~12:30,15:00~18:30,1,1,1,0,1,1,0,0,日・祝,木,0,0,1,山瀬駅より徒歩5分のためアクセス良好です。院内はバリアフリーで夜間診療も対応していただけます。（※要相談）,"https://www.google.com/maps/place/%E5%B1%B1%E4%B8%8B%E8%80%B3%E9%BC%BB%E5%92%BD%E5%96%89%E7%A7%91/@34.0612551,134.2531902,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a54978157f0f:0xd6a2be6c30226816!8m2!3d34.0612551!4d134.2531902!16s%2Fg%2F1wb8rj6y?entry=ttu"
204,17-13151 ,森住内科医院,〒776－0003吉野川市鴨島町内原字桑ノ内４８番地１,吉野川市,0883-22-3010,森住　啓,小児科,9:30~12:30,15:00~18:30,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,"患者一人一人の気持ちに寄り添っていただける優しい先生がいらっしゃいます。小児科,内科,皮膚科,アレルギー科,循環器内科,胃腸内科,脳神経内科,リハビリテーション科,放射線科など様々な症状に対応していただけます。","https://www.google.com/maps/place/%E6%A3%AE%E4%BD%8F%E5%86%85%E7%A7%91%E5%8C%BB%E9%99%A2/@34.069407,134.372819,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a0ce174d6087:0x50434a6bb767ba26!8m2!3d34.069407!4d134.372819!16s%2Fg%2F1wyc24gl?entry=ttu"
205,17-13169 ,麻名内科外科クリニック,〒776－0037吉野川市鴨島町上浦字市久保７７番地４,吉野川市,0883-26-0020,山下　恭治,小児科,9:00~12:00,12:00~19:00,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,先生のスタッフの方もとても親切丁寧に対応してくださります。また、診察時間が長いので学校が終わったでも受診できます。,"https://www.google.com/maps/place/%E9%BA%BB%E5%90%8D%E5%86%85%E7%A7%91%E5%A4%96%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.072985,134.396453,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a098c97fcd03:0x4bb9f33da025fd5b!8m2!3d34.072985!4d134.396453!16s%2Fg%2F1tcz647p?entry=ttu"
206,17-13177 ,四宮医院,〒779－3303吉野川市川島町桑村２５５５番地１,吉野川市,0883-25-2016,四宮　智好,小児科,9:00~12:30,0,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,待合い室、診察室、検査室などを「ロ」の字型に配置し、中央にガラス張りの中庭があるためプライバシーを保ちつつ、光に満ちあふれた診療所となっています。また、午後は休診となっています。,"https://www.google.com/maps/place/%E5%9B%9B%E5%AE%AE%E5%8C%BB%E9%99%A2/@34.0575044,134.3007957,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a5b4638db811:0x34da96095f794dd!8m2!3d34.0575044!4d134.3007957!16s%2Fg%2F1td6q17q?entry=ttu"
207,17-13201 ,かなめ小児科内科クリニック,〒776－0001吉野川市鴨島町牛島字四ツ家前３２７１番地９,吉野川市,0883-26-0310,岡田　要,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,水・土（午後）,0,0,0,地域密着型でフレンドリーに接してくれるため、お子様の不安も軽減されて安心して受診することができます。,"https://www.google.com/maps/place/%E3%81%8B%E3%81%AA%E3%82%81%E5%B0%8F%E5%85%90%E7%A7%91%E3%83%BB%E5%86%85%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.080628,134.37513,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a0ea2522afb9:0x64679f44f0b3fa74!8m2!3d34.080628!4d134.37513!16s%2Fg%2F1tjpnb1b?entry=ttu"
208,17-13292 ,杏和医院,〒776－0020吉野川市鴨島町西麻植字麻植市４０番地６,吉野川市,0883-22-0333,宍戸　和代,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,院内はバリアフリーで、女性の医師が診察してくれるので男性が苦手なお子さんも安心して受診できます。,"https://www.google.com/maps/place/%E6%9D%8F%E5%92%8C%E5%8C%BB%E9%99%A2/@34.069165,134.3347859,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a6bb1d125aed:0x8fbe42de0df5b471!8m2!3d34.069165!4d134.3347859!16s%2Fg%2F1v2dzb77?entry=ttu"
209,18-10403 ,田村医院,〒779－4101美馬郡つるぎ町貞光字宮下１２番地４,美馬郡,0883-62-5166,田村　肇,小児科,9:00~12:00,13:00~18:00,1,1,1,1,1,0,0,0,日・祝,土,0,0,0,貞光駅から徒歩5分でアクセス良好です。近くにドラッグストアやスーパーがあるので診察の帰りに看病に必要な備品などを買い揃えることができます。,"https://www.google.com/maps/place/%E7%94%B0%E6%9D%91%E5%8C%BB%E9%99%A2/@34.040537,134.0615263,17z/data=!4m15!1m8!3m7!1s0x3553ca49e895f95d:0xfa1d0d3a456595d5!2z44CSNzc5LTQxMDEg5b6z5bO255yM576O6aas6YOh44Gk44KL44GO55S66LKe5YWJ5a6u5LiL77yR77yS4oiS77yU!3b1!8m2!3d34.0404237!4d134.0636743!16s%2Fg%2F12hk8l7d2!3m5!1s0x3553ca49e897cb1b:0x2f854d194e07316c!8m2!3d34.040537!4d134.063715!16s%2Fg%2F1tlvmc2w?entry=ttu"
210,18-10411 ,田村医院一宇診療所,〒779－4302美馬郡つるぎ町一宇字赤松１３２２番地９,美馬郡,0883-67-2016,田村　肇,小児科,11:30~14:00,0,0,1,0,1,0,0,0,0,日・祝,月・水・金・土,0,0,0,火曜日と木曜日のみ診療しており診療時間も短くなっているのでご注意ください。,"https://www.google.com/maps/place/%E7%94%B0%E6%9D%91%E5%8C%BB%E9%99%A2/@33.954673,133.9943475,12z/data=!4m10!1m2!2m1!1z55Sw5p2R5Yy76Zmi5LiA5a6H6Ki655mC5omA44CA5b6z5bO2!3m6!1s0x355235069061bd2f:0xfd0a574dd5f601cd!8m2!3d33.954673!4d134.0643853!15sCiTnlLDmnZHljLvpmaLkuIDlrofoqLrnmYLmiYDjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1vr39_b9?entry=ttu"
211,18-14025 ,つるぎ町立半田病院,〒779－4401美馬郡つるぎ町半田字中藪２３４－１,美馬郡,0883-64-3145,須藤　泰史,小児科,8:30~17:15,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,入院施設が完備された総合病院です。初診の場合基本的には紹介状が必要となります。急患の場合は夜間でも対応いただける可能性があります。（※要相談）,"https://www.google.com/maps/place/%E3%81%A4%E3%82%8B%E3%81%8E%E7%94%BA%E7%AB%8B%E5%8D%8A%E7%94%B0%E7%97%85%E9%99%A2/@34.0394338,134.0372821,17z/data=!3m1!4b1!4m6!3m5!1s0x3553cb98cd47211d:0xf302365edcf8efc7!8m2!3d34.0394338!4d134.0372821!16s%2Fg%2F122bxr1q?entry=ttu"
212,19-13074 ,さんさん医院,〒779－4701三好郡東みよし町加茂２５４６番地４,三好郡,0883-82-5410,川原　久須二,小児科,9:00~12:00,13:00~18:00,1,1,1,0,1,1,0,0,日・祝,木,土（午後）,0,0,医院長先生はとてもやさしく親身になって相談にのってくれるので安心感があります。最寄りの阿波加茂駅からは徒歩10分程かかるので、車でのアクセスをお勧めします。,"https://www.google.com/maps/place/%E3%81%95%E3%82%93%E3%81%95%E3%82%93%E5%8C%BB%E9%99%A2/@34.036738,133.918592,17z/data=!3m1!4b1!4m6!3m5!1s0x35522d3c49c30155:0xe7be97caca83ff80!8m2!3d34.036738!4d133.918592!16s%2Fg%2F1tp0bh7r?entry=ttu"
213,19-13082 ,松浦医院,〒779－4703三好郡東みよし町中庄２８番地,三好郡,0883-82-2309,松浦　章人,小児科,9:00~12:00,13:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,院内バリアフリーで、徳島線江口駅から徒歩1分とアクセス良好です。,"https://www.google.com/maps/place/%E6%9D%BE%E6%B5%A6%E5%8C%BB%E9%99%A2/@34.037569,133.972321,17z/data=!3m1!4b1!4m6!3m5!1s0x3553cd2552da8709:0xb98dc789db88169a!8m2!3d34.037569!4d133.972321!16s%2Fg%2F1ts3j0m4?entry=ttu"
214,19-13165 ,くはらクリニック,〒771－2501三好郡東みよし町昼間１４８番地,三好郡,0883-76-5755,久原　孝,小児科,8:30~12:30,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,ネット予約ができます。また、キッズスペースがあるのでお子様も退屈せずに待つことができます。,"https://www.google.com/maps/place/%E3%81%8F%E3%81%AF%E3%82%89%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0413076,133.889929,17z/data=!3m1!4b1!4m6!3m5!1s0x35522cec4033dd25:0xdbe15c2bac00986e!8m2!3d34.0413076!4d133.889929!16s%2Fg%2F1v0lhl4z?entry=ttu"
215,80-30076 ,徳島大学病院,〒770－8503徳島市蔵本町２丁目５０番地の１,徳島市,088-631-3111,香美　祥二,小児科,8:30~17:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,徳島の基幹病院です。初診の場合基本的には紹介状が必要となります。緊急外来も24時対応しております。（※要相談）,"https://www.google.com/maps/place/%E5%BE%B3%E5%B3%B6%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2/@34.0742112,134.51858,17z/data=!3m2!4b1!5s0x355372d0e28d131f:0xb8ac6e24aa5d7f8a!4m6!3m5!1s0x355372d0c234f4c3:0x38cc242abf2f6ce9!8m2!3d34.0742112!4d134.51858!16s%2Fg%2F122pwpy7?entry=ttu"
216,80-30068 ,独立行政法人国立病院機構徳島病院,〒776－8585吉野川市鴨島町敷地１３５４番地,吉野川市,0883-24-2161,近藤　秀治,小児科,8:00~11:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,1,0,入院設備を完備した総合病院です。CTやMRIなど様々な最新設備が整っています。,"https://www.google.com/maps/place/%E5%9B%BD%E7%AB%8B%E7%97%85%E9%99%A2%E6%A9%9F%E6%A7%8B%E5%BE%B3%E5%B3%B6%E7%97%85%E9%99%A2/@34.056012,134.3369137,17z/data=!4m10!1m2!2m1!1z54us56uL6KGM5pS_5rOV5Lq65Zu956uL55eF6Zmi5qmf5qeL5b6z5bO255eF6Zmi44CA5b6z5bO2!3m6!1s0x3553a693f0e7eb65:0x399acaa2d5662132!8m2!3d34.056012!4d134.3391024!15sCjnni6znq4vooYzmlL_ms5Xkurrlm73nq4vnl4XpmaLmqZ_mp4vlvrPls7bnl4XpmaLjgIDlvrPls7aSARNnb3Zlcm5tZW50X2hvc3BpdGFs4AEA!16s%2Fg%2F12lnj6d6h?entry=ttu"
217,80-10031 ,独立行政法人国立病院機構東徳島医療センター,〒779－0193板野郡板野町大寺字大向北１－１,板野郡,088-672-1171,井内　新,小児科,8:00~11:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,"入院施設を完備した総合病院で最新の医療機器が揃っています。初診の場合は紹介状があった方がスムースですが、なくても診察していただけます。（※別途1,650円の料金が発生します。）","https://www.google.com/maps/place/%E6%9D%B1%E5%BE%B3%E5%B3%B6%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/@34.136788,134.3982852,12z/data=!4m10!1m2!2m1!1z54us56uL6KGM5pS_5rOV5Lq65Zu956uL55eF6Zmi5qmf5qeL5p2x5b6z5bO25Yy755mC44K744Oz44K_44O844CA5b6z5bO2!3m6!1s0x3553747090375565:0x8ef32cd5cbe2b55b!8m2!3d34.136788!4d134.468323!15sCkjni6znq4vooYzmlL_ms5Xkurrlm73nq4vnl4XpmaLmqZ_mp4vmnbHlvrPls7bljLvnmYLjgrvjg7Pjgr_jg7zjgIDlvrPls7aSARdjb21tdW5pdHlfaGVhbHRoX2NlbnRlcuABAA!16s%2Fg%2F12lnhztyw?entry=ttu"
